cell_id,Geranospiza caerulescens,Geranospiza caerulescens [nigra Group],Geranospiza caerulescens caerulescens,Geranospiza caerulescens gracilis/flexipes
8445057ffffffff,3.0,0.0,0.0,0.0
8445215ffffffff,19.0,0.0,0.0,0.0
8445217ffffffff,1.0,0.0,0.0,0.0
844523bffffffff,4.0,0.0,0.0,0.0
8445249ffffffff,2.0,0.0,0.0,0.0
844525bffffffff,1.0,0.0,0.0,0.0
8445269ffffffff,2.0,2.0,0.0,0.0
84452a9ffffffff,4.0,0.0,0.0,0.0
84452adffffffff,7.0,0.0,0.0,0.0
84452e1ffffffff,3.0,0.0,0.0,0.0
8448363ffffffff,2.0,0.0,0.0,0.0
8448b39ffffffff,4.0,0.0,0.0,0.0
8449aa7ffffffff,1.0,0.0,0.0,0.0
8449b55ffffffff,2.0,0.0,0.0,0.0
845f581ffffffff,3.0,0.0,0.0,0.0
845f583ffffffff,5.0,0.0,0.0,0.0
845f587ffffffff,2.0,0.0,0.0,0.0
845f58bffffffff,5.0,0.0,0.0,0.0
84660a7ffffffff,2.0,0.0,0.0,0.0
8466107ffffffff,6.0,0.0,0.0,0.0
8466113ffffffff,7.0,0.0,0.0,0.0
84661cdffffffff,5.0,0.0,0.0,0.0
8466205ffffffff,2.0,0.0,0.0,0.0
846622bffffffff,2.0,0.0,0.0,0.0
84662bbffffffff,1.0,0.0,0.0,0.0
846641dffffffff,3.0,0.0,3.0,0.0
846648dffffffff,2.0,0.0,0.0,0.0
84665bdffffffff,1.0,0.0,0.0,0.0
8466749ffffffff,2.0,0.0,0.0,0.0
8466a0bffffffff,3.0,0.0,0.0,0.0
8466a5bffffffff,1.0,0.0,0.0,0.0
8466a65ffffffff,3.0,0.0,0.0,0.0
8466b09ffffffff,2.0,2.0,0.0,0.0
8466b49ffffffff,4.0,0.0,0.0,0.0
8466b59ffffffff,6.0,0.0,0.0,0.0
8466b5bffffffff,2.0,0.0,0.0,0.0
8466dc3ffffffff,1.0,0.0,1.0,0.0
8466e15ffffffff,2.0,0.0,0.0,0.0
8467553ffffffff,10.0,0.0,2.0,0.0
84675a3ffffffff,3.0,0.0,0.0,0.0
84675e5ffffffff,2.0,0.0,0.0,0.0
846d141ffffffff,3.0,0.0,0.0,0.0
846d159ffffffff,2.0,0.0,0.0,0.0
846d20dffffffff,4.0,0.0,0.0,0.0
846d295ffffffff,2.0,0.0,0.0,0.0
846d2a3ffffffff,8.0,0.0,0.0,0.0
846d2b9ffffffff,4.0,0.0,0.0,0.0
846d2c1ffffffff,4.0,4.0,0.0,0.0
846d2cbffffffff,1.0,0.0,0.0,0.0
846d34dffffffff,2.0,0.0,0.0,0.0
846d60dffffffff,2.0,2.0,0.0,0.0
846d641ffffffff,27.0,0.0,0.0,0.0
846d693ffffffff,2.0,0.0,0.0,0.0
846d69dffffffff,3.0,0.0,0.0,0.0
846d743ffffffff,10.0,0.0,0.0,0.0
846d745ffffffff,6.0,0.0,0.0,0.0
846d747ffffffff,5.0,0.0,0.0,0.0
846d74bffffffff,8.0,0.0,0.0,0.0
846d751ffffffff,3.0,0.0,0.0,0.0
846d75bffffffff,2.0,0.0,0.0,0.0
846d75dffffffff,2.0,0.0,0.0,0.0
846d769ffffffff,8.0,0.0,0.0,0.0
848a451ffffffff,3.0,0.0,0.0,0.0
848f2abffffffff,5.0,0.0,0.0,0.0
848f407ffffffff,3.0,0.0,3.0,0.0
84a8105ffffffff,1.0,0.0,0.0,1.0
84a9613ffffffff,10.0,0.0,0.0,0.0
84a9619ffffffff,7.0,0.0,0.0,0.0
84b2699ffffffff,7.0,0.0,0.0,0.0
84b26d1ffffffff,2.0,0.0,0.0,0.0
84b26d7ffffffff,9.0,0.0,0.0,0.0
84b34b1ffffffff,6.0,0.0,0.0,0.0
84c2c17ffffffff,1.0,0.0,0.0,0.0
84c2c19ffffffff,14.0,0.0,0.0,0.0
84c2c1dffffffff,2.0,0.0,0.0,0.0
84c2c49ffffffff,4.0,0.0,0.0,0.0
84c2c53ffffffff,2.0,0.0,0.0,0.0
84c2c57ffffffff,8.0,0.0,0.0,0.0
84c2c5bffffffff,6.0,0.0,0.0,0.0
84c2c8dffffffff,4.0,0.0,0.0,0.0
84c2cb1ffffffff,4.0,0.0,0.0,0.0
84c2cd3ffffffff,1.0,0.0,0.0,0.0
84c2ce1ffffffff,19.0,0.0,0.0,3.0
84c2e33ffffffff,2.0,0.0,0.0,0.0
84c2ea1ffffffff,2.0,0.0,0.0,0.0
84c2f17ffffffff,8.0,0.0,0.0,8.0
